Match	LatinskNavn_id	name	Classification	Trophy	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Classification_1
Chaetoceros	-525	Chaetoceros_(Phaeoceros)_3-4x3-4_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 3-4x3-4 µm	Diatoms
Chaetoceros	-808	Chaetoceros_(Phaeoceros)_3-4x6_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 3-4x6 µm	Diatoms
Chaetoceros	-526	Chaetoceros_(Phaeoceros)_5-6x7_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 5-6x7 µm	Diatoms
Chaetoceros	-527	Chaetoceros_(Phaeoceros)_5x5_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 5x5 µm	Diatoms
Chaetoceros	-528	Chaetoceros_(Phaeoceros)_6-8x11-13_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 6-8x11-13 µm	Diatoms
Chaetoceros	-529	Chaetoceros_(Phaeoceros)_6x6_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 6x6 µm	Diatoms
Chaetoceros	-530	Chaetoceros_(Phaeoceros)_7x7_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 7x7 µm	Diatoms
Chaetoceros	-1020	Chaetoceros_(Phaeoceros)_8-10x8-10_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 8-10x8-10 µm	Diatoms
Chaetoceros	-531	Chaetoceros_(Phaeoceros)_8x15-17_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 8x15-17 µm	Diatoms
Chaetoceros	-532	Chaetoceros_(Phaeoceros)_8x8_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 8x8 µm	Diatoms
Chaetoceros	-533	Chaetoceros_(Phaeoceros)_9x9_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Phaeoceros) 9x9 µm	Diatoms
Chaetoceros	117388	Chaetoceros_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros (Slekt)	Diatoms
Chaetoceros	-524	Chaetoceros_21-30x16-20_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros 21-30x16-20 µm	Diatoms
Chaetoceros	117390	Chaetoceros_affinis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros affinis	Diatoms
Chaetoceros	117391	Chaetoceros_anastomosans	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros anastomosans	Diatoms
Chaetoceros	117394	Chaetoceros_borealis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros borealis	Diatoms
Chaetoceros_brevis	117395	Chaetoceros_brevis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros brevis	Diatoms
Chaetoceros	117396	Chaetoceros_ceratosporus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros ceratosporus	Diatoms
Chaetoceros	-163018	Chaetoceros_ceratosporus_brachysetus_(Varietet)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros ceratosporus brachysetus (Varietet)	Diatoms
Chaetoceros	150770	Chaetoceros_ceratosporus_ceratosporus_(Varietet)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros ceratosporus ceratosporus (Varietet)	Diatoms
Chaetoceros	118640	Chaetoceros_compressus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros compressus	Diatoms
Chaetoceros	148722	Chaetoceros_concavicornis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros concavicornis	Diatoms
Chaetoceros_constrictus	117397	Chaetoceros_constrictus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros constrictus	Diatoms
Chaetoceros_contortus	117398	Chaetoceros_contortus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros contortus	Diatoms
Chaetoceros	117399	Chaetoceros_convolutus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros convolutus	Diatoms
Chaetoceros_curvisetus	117401	Chaetoceros_curvisetus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros curvisetus	Diatoms
Chaetoceros_danicus	117402	Chaetoceros_danicus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros danicus	Diatoms
Chaetoceros_debilis	117403	Chaetoceros_debilis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros debilis	Diatoms
Chaetoceros_decipiens	117404	Chaetoceros_decipiens	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros decipiens	Diatoms
Chaetoceros	117405	Chaetoceros_densus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros densus	Diatoms
Chaetoceros_diadema	117406	Chaetoceros_diadema	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros diadema	Diatoms
Chaetoceros	117407	Chaetoceros_didymus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros didymus	Diatoms
Chaetoceros	117408	Chaetoceros_furcellatus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros furcellatus	Diatoms
Chaetoceros_gelidus	170729	Chaetoceros_gelidus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros gelidus	Diatoms
Chaetoceros	118657	Chaetoceros_gracilis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros gracilis	Diatoms
Chaetoceros	117409	Chaetoceros_impressus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros impressus	Diatoms
Chaetoceros	117410	Chaetoceros_laciniosus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros laciniosus	Diatoms
Chaetoceros_lorenzianus	117411	Chaetoceros_lorenzianus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros lorenzianus	Diatoms
Chaetoceros	117412	Chaetoceros_minimus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros minimus	Diatoms
Chaetoceros	117414	Chaetoceros_muelleri	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros muelleri	Diatoms
Chaetoceros_peruvianus	-37451	Chaetoceros_peruvianus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros peruvianus	Diatoms
Chaetoceros	148734	Chaetoceros_pseudobrevis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros pseudobrevis	Diatoms
Chaetoceros	117417	Chaetoceros_radicans	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros radicans	Diatoms
Chaetoceros	117418	Chaetoceros_similis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros similis	Diatoms
Chaetoceros	117419	Chaetoceros_simplex	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros simplex	Diatoms
Chaetoceros_socialis	117420	Chaetoceros_socialis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros socialis	Diatoms
Chaetoceros	150976	Chaetoceros_socialis_radians_(Form)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros socialis radians (Form)	Diatoms
Chaetoceros	117421	Chaetoceros_subtilis	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros subtilis	Diatoms
Chaetoceros_tenuissimus	117422	Chaetoceros_tenuissimus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros tenuissimus	Diatoms
Chaetoceros	117423	Chaetoceros_teres	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros teres	Diatoms
Chaetoceros	117424	Chaetoceros_throndsenii	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros throndsenii	Diatoms
Chaetoceros	151034	Chaetoceros_throndsenii_throndsenii_(Varietet)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros throndsenii throndsenii (Varietet)	Diatoms
Chaetoceros	148739	Chaetoceros_tortissimus	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros tortissimus	Diatoms
Chaetoceros	117425	Chaetoceros_wighamii	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros wighamii	Diatoms
Chattonella	117240	Chattonella_(Slekt)	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Raphidophyceae	Raphidophyceae_X	Raphidophyceae_XX	Chattonella	Chattonella (Slekt)	Ochrophyta
Chlamydomonas	118006	Chlamydomonas_(Slekt)	Chlorophyta	Phototroph	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas (Slekt)	Chlorophyta
Chlamydomonas	-1021	Chlamydomonas_10-15_µm	Chlorophyta	Phototroph	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas 10-15 µm	Chlorophyta
Chlorococcales	1200	Chlorococcales_(Orden)	Cyanophyceae	Phototroph	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorococcales (Orden)	Cyanophyceae
Chlorophyceae	1197	Chlorophyceae_(Klasse)	Chlorophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyceae (Klasse)	Chlorophyta
Chlorophyceae	-1022	Chlorophyceae_4-6_µm	Chlorophyta	Phototroph	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyceae 4-6 µm	Chlorophyta
Chlorophyceae	-534	Chlorophyceae_4-6x6-10_µm	Chlorophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyceae 4-6x6-10 µm	Chlorophyta
Chlorophyceae	-962	Chlorophyceae_6-10x11-15_µm	Chlorophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyceae 6-10x11-15 µm	Chlorophyta
Chlorophyceae	-810	Chlorophyceae_6-8_µm	Ciliophora	Heterotroph	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyceae 6-8 µm	Ciliophora
Chlorophyta	1191	Chlorophyta_(Rekke)	Chlorophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chlorophyta (Rekke)	Chlorophyta
Choanoflagellatea	147216	Choanoflagellatea_(Klasse)	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Choanoflagellatea (Klasse)	Choanoflagellida
Choanoflagellatea	-535	Choanoflagellatea_2-3_µm	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Choanoflagellatea 2-3 µm	Choanoflagellida
Choanoflagellatea	-536	Choanoflagellatea_3x8_µm	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Choanoflagellatea 3x8 µm	Choanoflagellida
Choanoflagellatea	-537	Choanoflagellatea_4x5_µm	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Choanoflagellatea 4x5 µm	Choanoflagellida
Choanozoa	1447	Choanozoa_(Rekke)	Choanoflagellida	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Choanozoa (Rekke)	Choanoflagellida
Choricystis	150633	Choricystis_coccoides	Chlorophyta	Phototroph	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Choricystis coccoides	Chlorophyta
Chroococcales	-538	Chroococcales_2-3_µm	Cyanophyceae	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chroococcales 2-3 µm	Cyanophyceae
Chrysochromulina	117052	Chrysochromulina_(Slekt)	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina (Slekt)	Haptophyta
Chrysochromulina	-1004	Chrysochromulina_<5_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina <5 µm	Haptophyta
Chrysochromulina	-539	Chrysochromulina_2-4_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina 2-4 µm	Haptophyta
Chrysochromulina	-540	Chrysochromulina_4-6_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina 4-6 µm	Haptophyta
Chrysochromulina	-1005	Chrysochromulina_5-10_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina 5-10 µm	Haptophyta
Chrysochromulina	-541	Chrysochromulina_5-7x6-10_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina 5-7x6-10 µm	Haptophyta
Chrysochromulina	-542	Chrysochromulina_8-10x10-14_µm	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina 8-10x10-14 µm	Haptophyta
Chrysochromulina	117069	Chrysochromulina_ericina	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina ericina	Haptophyta
Chrysochromulina	117089	Chrysochromulina_pringsheimii	Haptophyta	Phototroph	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina pringsheimii	Haptophyta
Chrysophyceae	-543	Chrysophyceae_9-11_µm	Ochrophyta	"NA"	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Chrysophyceae 9-11 µm	Ochrophyta
Ciliophora	-811	Ciliophora_105-115_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 105-115 µm	Ciliophora
Ciliophora	-544	Ciliophora_115-125_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 115-125 µm	Ciliophora
Ciliophora	-545	Ciliophora_125-135_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 125-135 µm	Ciliophora
Ciliophora	-1023	Ciliophora_135-145_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 135-145 µm	Ciliophora
Ciliophora	-546	Ciliophora_15-25_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 15-25 µm	Ciliophora
Ciliophora	-547	Ciliophora_15-25x30_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 15-25x30 µm	Ciliophora
Ciliophora	-548	Ciliophora_25-35_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 25-35 µm	Ciliophora
Ciliophora	-549	Ciliophora_25-35x40_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 25-35x40 µm	Ciliophora
Ciliophora	-550	Ciliophora_35-45_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 35-45 µm	Ciliophora
Ciliophora	-551	Ciliophora_35-45x50_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 35-45x50 µm	Ciliophora
Ciliophora	-552	Ciliophora_45-55_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 45-55 µm	Ciliophora
Ciliophora	-812	Ciliophora_45-55x60_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 45-55x60 µm	Ciliophora
Ciliophora	-553	Ciliophora_5-15_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 5-15 µm	Ciliophora
Ciliophora	-554	Ciliophora_55-65_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 55-65 µm	Ciliophora
Ciliophora	-813	Ciliophora_55-65x70_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 55-65x70 µm	Ciliophora
Ciliophora	-555	Ciliophora_65-75_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 65-75 µm	Ciliophora
Ciliophora	-814	Ciliophora_65-75x80_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 65-75x80 µm	Ciliophora
Ciliophora	-556	Ciliophora_75-85_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 75-85 µm	Ciliophora
Ciliophora	-815	Ciliophora_75-85x90_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 75-85x90 µm	Ciliophora
Ciliophora	-816	Ciliophora_85-95_µm	Ciliophora	Heterotroph	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 85-95 µm	Ciliophora
Ciliophora	-557	Ciliophora_95-105_µm	Ciliophora	"NA"	Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXXX	Ciliophora_XXX	Ciliophora 95-105 µm	Ciliophora
Ciliophrys	117213	Ciliophrys_infusionum	Ochrophyta	"NA"	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Ciliophrys	Ciliophrys infusionum	Ochrophyta
Closterium	-1024	Closterium_5-10x100-150_µm	Zygnemophyceae	"NA"	Eukaryota	Archaeplastida	Streptophyta	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Closterium	Closterium 5-10x100-150 µm	Zygnemophyceae
Closterium	150728	Closterium_acutum_acutum_(Varietet)	Zygnemophyceae	"NA"	Eukaryota	Archaeplastida	Streptophyta	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Closterium	Closterium acutum acutum (Varietet)	Zygnemophyceae
Closterium	118154	Closterium_acutum_variabile_(Varietet)	Zygnemophyceae	"NA"	Eukaryota	Archaeplastida	Streptophyta	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Closterium	Closterium acutum variabile (Varietet)	Zygnemophyceae
Coccolithales	830	Coccolithales_(Orden)	Haptophyta	"NA"	"NA"	"NA"	"NA"	Prymnesiophyceae	NA	"NA"	"NA"	Coccolithales (Orden)	Haptophyta
Coccolithus	117016	Coccolithus_pelagicus	Haptophyta	"NA"	"NA"	"NA"	"NA"	Prymnesiophyceae	NA	"NA"	"NA"	Coccolithus pelagicus	Haptophyta
Cocconeis	-817	Cocconeis_25-33_µm	Ochrophyta	Phototroph	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cocconeis	Cocconeis 25-33 µm	Diatoms
Cochlodinium	118306	Cochlodinium_(Slekt)	Dinoflagellata	Dinoflagellate	"NA"	"NA"	"NA"	Dinophyceae	NA	"NA"	"NA"	Cochlodinium (Slekt)	Dinoflagellata
Cochlodinium	-558	Cochlodinium_23-40x35-60_µm	Dinoflagellata	Dinoflagellate	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Cochlodinium 23-40x35-60 µm	Dinoflagellata
Cochlodinium	-818	Cochlodinium_30-32x40-60_µm	Dinoflagellata	Dinoflagellate	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Cochlodinium 30-32x40-60 µm	Dinoflagellata
Cochlodinium	118308	Cochlodinium_helix	Dinoflagellata	Dinoflagellate	"NA"	"NA"	"NA"	"NA"	NA	"NA"	"NA"	Cochlodinium helix	Dinoflagellata
